1.2,85
1.4,56
1.7,50
1.1,36
0.8,29
1.0,25
0.7,25
1.9,23
2.1,22
0.9,21
1.3,13
1.5,12
2.2,12
1.8,11
2.7,10
0.6,8
2.0,8
0.5,8
1.6,7
2.4,7
2.8,6
3.8,6
3.4,4
2.3,3
2.6,3
0.4,3
2.9,2
3.2,1
5.8,1
2.5,1
